"Nombre del anuncio",Día,"Nombre de la campaña","Nombre del conjunto de anuncios","Nombre de la página",Anuncios,Edad,Sexo,Objetivo,"Estado de la entrega","Nivel de la entrega","Tipo de resultado",Resultados,"Costo por resultado","Importe gastado (USD)",Impresiones,Alcance,"Configuración de atribución","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones","Nombre del conjunto de anuncios",Frecuencia,"Clics en el enlace","CPC (costo por clic en el enlace)","CPM (costo por mil impresiones)","CTR (todos)","Inicio del informe","Fin del informe"
Video,2026-01-16,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.46976927,557,485,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.14845361,,,0.84339186,0.17953321,2026-01-16,2026-01-16
"Reel ingrid mdp",2025-11-16,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2412,0.1907131,0.46,2445,2412,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01368159,,,0.18813906,0.16359918,2025-11-16,2025-11-16
Video,2026-01-12,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.46,663,568,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.16725352,1,0.46,0.69381599,0.75414781,2026-01-12,2026-01-12
Video,2025-12-31,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",12,0.03833333,0.46,207,201,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.02985075,12,0.03833333,2.22222222,5.79710145,2025-12-31,2025-12-31
historia,2026-01-20,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,25-34,male,OUTCOME_LEADS,inactive,ad,"Clientes potenciales en Meta",1,0.46,0.46,601,483,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.24430642,2,0.23,0.76539101,0.83194676,2026-01-20,2026-01-20
"Reel ingrid mdp",2025-11-19,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2700,0.17037037,0.46,2727,2700,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.01,2,0.23,0.16868354,0.110011,2025-11-19,2025-11-19
Video,2026-01-07,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,65+,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.46,0.46,137,128,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.0703125,1,0.46,3.35766423,4.37956204,2026-01-07,2026-01-07
Video,2025-10-24,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.46,0.46,243,227,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.07048458,1,0.46,1.89300412,1.64609053,2025-10-24,2025-10-24
Video,2025-10-23,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.46,0.46,275,242,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.13636364,2,0.23,1.67272727,1.81818182,2025-10-23,2025-10-23
"Reel ingrid mdp",2025-12-09,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2421,0.19000413,0.46,2478,2421,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.02354399,,,0.18563358,0,2025-12-09,2025-12-09
"Reel ingrid mdp",2025-11-09,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2525,0.18217822,0.46,2525,2525,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,2,0.23,0.18217822,0.11881188,2025-11-09,2025-11-09
"Reel ingrid mdp",2025-11-12,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2756,0.16690856,0.46,2756,2756,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,3,0.15333333,0.16690856,0.10885341,2025-11-12,2025-11-12
Video,2026-01-04,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.46,298,257,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.15953307,,,1.54362416,2.34899329,2026-01-04,2026-01-04
"Reel ingrid mdp",2025-11-21,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,3341,0.1348704,0.45060201,3426,3341,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.02544148,3,0.15020067,0.13152423,0.08756567,2025-11-21,2025-11-21
"Reel ingrid mdp",2025-11-13,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2853,0.15783801,0.45031185,2864,2853,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00385559,2,0.22515593,0.15723179,0.1047486,2025-11-13,2025-11-13
"Reel ingrid mdp",2025-11-20,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2569,0.17516543,0.45,2590,2569,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.00817439,2,0.225,0.17374517,0.15444015,2025-11-20,2025-11-20
feed,2026-01-18,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,35-44,male,OUTCOME_LEADS,not_delivering,ad,,,,0.45,412,314,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.31210191,3,0.15,1.09223301,0.72815534,2026-01-18,2026-01-18
"Reel ingrid mdp",2025-11-12,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2684,0.16766021,0.45,2684,2684,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1,,,0.16766021,0.1490313,2025-11-12,2025-11-12
"video tu cuerpo",2026-01-26,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.45,219,148,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.47972973,1,0.45,2.05479452,0.456621,2026-01-26,2026-01-26
Video,2025-10-13,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.45,0.45,115,111,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.03603604,2,0.225,3.91304348,2.60869565,2025-10-13,2025-10-13
feed,2026-01-26,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,,,,0.45,419,314,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.3343949,2,0.225,1.07398568,0.95465394,2026-01-26,2026-01-26
Video,2026-01-23,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.45,484,391,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.23785166,3,0.15,0.92975207,1.65289256,2026-01-23,2026-01-23
Video,2025-09-09,"Preventa Alem",Whatsapp,eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.44,0.44,181,169,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.07100592,2,0.22,2.43093923,2.76243094,2025-09-09,2025-09-09
"Reel ingrid mdp",2025-11-29,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2282,0.19281332,0.44,2300,2282,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.00788782,2,0.22,0.19130435,0.08695652,2025-11-29,2025-11-29
"video tu cuerpo",2025-12-21,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",65+,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.44,45,37,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.21621622,1,0.44,9.77777778,4.44444444,2025-12-21,2025-12-21
"Reel ingrid mdp",2025-12-01,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2888,0.15235457,0.44,2982,2888,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1.03254848,1,0.44,0.14755198,0.06706908,2025-12-01,2025-12-01
"video tu cuerpo",2026-02-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.44,0.44,118,104,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.13461538,1,0.44,3.72881356,0.84745763,2026-02-12,2026-02-12
feed,2026-01-22,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,"Clientes potenciales en Meta",1,0.44,0.44,499,386,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.29274611,7,0.06285714,0.88176353,1.60320641,2026-01-22,2026-01-22
historia,2026-01-19,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,45-54,male,OUTCOME_LEADS,inactive,ad,,,,0.44,351,263,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.33460076,3,0.14666667,1.25356125,2.27920228,2026-01-19,2026-01-19
Video,2025-10-07,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.44,158,135,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.17037037,1,0.44,2.78481013,1.89873418,2025-10-07,2025-10-07
Video,2025-10-19,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.44,218,200,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.09,,,2.01834862,0.4587156,2025-10-19,2025-10-19
"Reel ingrid mdp",2025-11-24,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,3204,0.13420724,0.43,3321,3204,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.03651685,3,0.14333333,0.12947907,0.15055706,2025-11-24,2025-11-24
Video,2025-10-26,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,35-44,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.43,295,290,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.01724138,1,0.43,1.45762712,1.01694915,2025-10-26,2025-10-26
Video,2026-01-25,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.43,141,125,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.128,,,3.04964539,2.12765957,2026-01-25,2026-01-25
"Reel ingrid mdp",2025-11-14,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2809,0.15307939,0.43,2886,2809,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.02741189,2,0.215,0.14899515,0.13860014,2025-11-14,2025-11-14
"video tu cuerpo",2025-12-20,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.43,282,268,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.05223881,1,0.43,1.5248227,1.41843972,2025-12-20,2025-12-20
"Reel de 26/12",2025-12-27,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",13,0.03307692,0.43,542,484,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.11983471,13,0.03307692,0.79335793,2.39852399,2025-12-27,2025-12-27
"video tu cuerpo",2025-12-18,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.43,203,188,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.07978723,2,0.215,2.1182266,1.47783251,2025-12-18,2025-12-18
Video,2025-10-12,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,65+,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.43,106,100,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.06,,,4.05660377,3.77358491,2025-10-12,2025-10-12
Video,2026-01-14,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.42979136,122,111,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.0990991,1,0.42979136,3.52288003,1.63934426,2026-01-14,2026-01-14
feed,2026-01-23,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,female,OUTCOME_LEADS,not_delivering,ad,,,,0.42,329,278,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.18345324,4,0.105,1.27659574,1.21580547,2026-01-23,2026-01-23
feed,2026-01-29,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,feed,45-54,male,OUTCOME_LEADS,not_delivering,ad,,,,0.42,325,265,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.22641509,4,0.105,1.29230769,1.53846154,2026-01-29,2026-01-29
"video tu cuerpo",2025-12-12,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.42,202,183,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.10382514,3,0.14,2.07920792,1.48514851,2025-12-12,2025-12-12
"video tu cuerpo",2026-01-28,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",35-44,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.42,195,140,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.39285714,,,2.15384615,1.02564103,2026-01-28,2026-01-28
Video,2025-10-11,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,25-34,female,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.42,215,186,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.15591398,2,0.21,1.95348837,3.25581395,2025-10-11,2025-10-11
"Reel ingrid mdp",2025-11-25,"Reconocimiento Ingrid","Nuevo conjunto de anuncios de Reconocimiento",eltemplomdp,"Reel ingrid mdp",45-54,male,OUTCOME_AWARENESS,not_delivering,ad,Alcance,3207,0.13096352,0.42,3246,3207,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Reconocimiento",1.0121609,1,0.42,0.12939002,0.15403574,2025-11-25,2025-11-25
"Reel de 26/12",2025-12-25,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,female,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",15,0.02734759,0.41021388,763,649,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.17565485,15,0.02734759,0.53763286,1.83486239,2025-12-25,2025-12-25
"video tu cuerpo",2026-01-29,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,,,,0.41,91,42,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",2.16666667,,,4.50549451,0,2026-01-29,2026-01-29
"video tu cuerpo",2026-01-27,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",25-34,male,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.41,0.41,155,64,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",2.421875,2,0.205,2.64516129,1.29032258,2026-01-27,2026-01-27
Video,2025-09-12,"Preventa Alem",Whatsapp,eltemplomdp,Video,25-34,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.41,268,238,"7 días tras clic o 1 día tras visualización",-,-,-,Whatsapp,1.12605042,1,0.41,1.52985075,0.74626866,2025-09-12,2025-09-12
Video,2025-10-23,"Turnos mañana - Msj","turnos mañana whatsapp",eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.41,0.41,277,261,"7 días tras clic o 1 día tras visualización",-,-,-,"turnos mañana whatsapp",1.06130268,1,0.41,1.4801444,1.08303249,2025-10-23,2025-10-23
"Reel ingrid mdp",2025-12-07,"Reconocimiento Ingrid","Publico posturas y movilidad",eltemplomdp,"Reel ingrid mdp",35-44,female,OUTCOME_AWARENESS,not_delivering,ad,Alcance,2903,0.13803721,0.40072202,2903,2903,"7 días tras clic o 1 día tras visualización",-,-,-,"Publico posturas y movilidad",1,2,0.20036101,0.13803721,0.06889425,2025-12-07,2025-12-07
Video,2026-01-22,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,55-64,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.4,0.4,159,134,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.18656716,3,0.13333333,2.51572327,4.40251572,2026-01-22,2026-01-22
Video,2026-01-22,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,18-24,male,OUTCOME_ENGAGEMENT,not_delivering,ad,"Conversaciones con mensajes iniciadas",1,0.4,0.4,428,330,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.2969697,2,0.2,0.93457944,0.93457944,2026-01-22,2026-01-22
historia,2026-01-29,"Busqueda de entrenadores Chapa","Nuevo conjunto de anuncios de Clientes potenciales",eltemplomdp,historia,35-44,female,OUTCOME_LEADS,inactive,ad,,,,0.4,279,244,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Clientes potenciales",1.14344262,3,0.13333333,1.43369176,1.43369176,2026-01-29,2026-01-29
Video,2025-12-23,"Preventa Mario Bravo","Interacción a Whatsapp",eltemplomdp,Video,18-24,female,OUTCOME_ENGAGEMENT,not_delivering,ad,"Clics en el enlace",6,0.06666667,0.4,1413,1326,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.06561086,6,0.06666667,0.28308563,0.49539986,2025-12-23,2025-12-23
"video tu cuerpo",2026-01-27,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.4,120,85,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.41176471,,,3.33333333,2.5,2026-01-27,2026-01-27
"Reel de 26/12",2025-12-22,"El calamar loco - El Templo","Nuevo conjunto de anuncios de Tráfico",eltemplomdp,"Reel de 26/12",55-64,male,LINK_CLICKS,not_delivering,ad,"Clics en el enlace",4,0.1,0.4,302,283,"7 días tras clic o 1 día tras visualización",-,-,-,"Nuevo conjunto de anuncios de Tráfico",1.06713781,4,0.1,1.32450331,1.32450331,2025-12-22,2025-12-22
"video tu cuerpo",2026-02-11,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",45-54,female,OUTCOME_ENGAGEMENT,active,ad,,,,0.4,119,106,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.12264151,1,0.4,3.36134454,0.84033613,2026-02-11,2026-02-11
Video,2026-01-05,"Preventa Mario Bravo - Nueva","Interacción a Whatsapp",eltemplomdp,Video,45-54,male,OUTCOME_ENGAGEMENT,not_delivering,ad,,,,0.4,347,285,"7 días tras clic o 1 día tras visualización",-,-,-,"Interacción a Whatsapp",1.21754386,2,0.2,1.15273775,1.15273775,2026-01-05,2026-01-05
"video tu cuerpo",2025-12-15,"Nueva campaña SP","Mardel más amplio 20 - 58 años",eltemplomdp,"video tu cuerpo",18-24,female,OUTCOME_ENGAGEMENT,active,ad,"Conversaciones con mensajes iniciadas",1,0.4,0.4,396,324,"7 días tras clic o 1 día tras visualización",-,-,-,"Mardel más amplio 20 - 58 años",1.22222222,1,0.4,1.01010101,0.50505051,2025-12-15,2025-12-15
